invoice_month,account_id,subscription,service,resource_group,resource_id,region,usage_qty,unit_cost,cost,owner,env,tags_json,optimization_score
2024-03-01,ACC-869,Sub-Test,EC2,RG-4,9f4a494a-1b8c-4423-8767-0302a5566dec,us-west-2,1358,0.3674437790210666,498.9886519106085,bob,staging,"{'Project': 'P-3', 'CostCenter': 'CC-40'}",0.3
2024-04-01,ACC-447,Sub-Dev,EC2,RG-2,29a0e87c-f2ea-451e-90e0-72f02420b7fb,asia-south-1,1584,0.34474305946976314,546.0730062001048,alice,staging,"{'Project': 'P-5', 'CostCenter': 'CC-27'}",0.11
2024-07-01,ACC-644,Sub-Test,S3,RG-4,8e02ca39-39f2-443e-b4fc-28f03b7f5c3a,asia-south-1,4831,0.47452082422643377,2292.4101018379015,,staging,"{'Project': 'P-1', 'CostCenter': 'CC-27'}",0.5
2024-03-01,ACC-169,Sub-Prod,EKS,RG-1,5b31de26-c950-4c5b-b9a1-ee01afe41656,asia-south-1,4557,0.40553982292755947,1848.0449730808884,,prod,"{'Project': 'P-2', 'CostCenter': 'CC-14'}",0.77
2024-04-01,ACC-205,Sub-Dev,GCP Compute,RG-6,c010de26-3f28-4ac7-9407-848ac51feccf,us-west-2,836,0.48316833387040903,403.92872711566196,charlie,dev,"{'Project': 'P-1', 'CostCenter': 'CC-49'}",0.24
2024-01-01,ACC-748,Sub-Prod,S3,RG-1,6fbf0dde-4f58-40a5-adce-f640de4be4d5,us-east-1,261,0.3305765046532612,86.28046771450117,charlie,dev,"{'Project': 'P-2', 'CostCenter': 'CC-10'}",0.12
2024-05-01,ACC-838,Sub-Test,Azure VM,RG-1,2e1a6dbe-dd93-46ec-87ca-23aa7e27b750,us-west-2,1687,0.08481505662965495,143.0830005342279,alice,dev,"{'Project': 'P-1', 'CostCenter': 'CC-48'}",0.5
2024-03-01,ACC-584,Sub-Dev,RDS,RG-4,6b587cfb-4cbc-46dc-a882-28f3d892d804,us-west-2,1373,0.35444868789043293,486.6580484735644,,prod,"{'Project': 'P-3', 'CostCenter': 'CC-42'}",0.36
2024-01-01,ACC-635,Sub-Prod,EC2,RG-1,050f2d86-74b4-4ebe-93c8-d885799e88e9,asia-south-1,256,0.47363912187466056,121.2516151999131,bob,dev,"{'Project': 'P-1', 'CostCenter': 'CC-19'}",0.15
2024-05-01,ACC-607,Sub-Test,GCP Compute,RG-7,46b30c74-6bd4-421d-a8cf-6c12557d5a80,us-east-1,3328,0.10412016619930443,346.51191311128514,,staging,"{'Project': 'P-5', 'CostCenter': 'CC-20'}",0.46
2024-01-01,ACC-950,Sub-Prod,GCP Compute,RG-7,33042ee6-b6fd-40b8-8ddd-661d3e4552fc,us-east-1,1863,0.40096643360289436,747.0004658021921,,staging,"{'Project': 'P-3', 'CostCenter': 'CC-18'}",0.49
2024-01-01,ACC-134,Sub-Prod,RDS,RG-3,d5cf5b8d-b951-44fa-a5cf-75d3e525c12d,asia-south-1,3421,0.4885743499107408,1671.4128510446442,charlie,staging,"{'Project': 'P-2', 'CostCenter': 'CC-14'}",0.2
2024-05-01,ACC-192,Sub-Prod,EKS,RG-3,beea99c0-6224-4116-82a4-0ffc6d86d104,us-east-1,2845,0.07881219882117386,224.22070564623965,,dev,"{'Project': 'P-4', 'CostCenter': 'CC-41'}",0.8
2024-06-01,ACC-391,Sub-Prod,Lambda,RG-9,53fb4df5-8906-4f05-9082-a5435b5c5590,eu-central-1,3762,0.30648970496059824,1153.0142700617705,charlie,staging,"{'Project': 'P-5', 'CostCenter': 'CC-44'}",0.28
2024-04-01,ACC-466,Sub-Prod,GCP Compute,RG-7,924457b8-ef1a-429f-8ea5-35d6c2c19741,us-west-2,3326,0.06712261498773361,223.249817449202,bob,dev,"{'Project': 'P-5', 'CostCenter': 'CC-43'}",0.68
2024-05-01,ACC-324,Sub-Dev,EC2,RG-2,851bb28f-84e3-4de0-a57f-4e7425485832,us-east-1,3538,0.393634861197207,1392.6801389157183,,dev,"{'Project': 'P-2', 'CostCenter': 'CC-47'}",0.82
2024-06-01,ACC-131,Sub-Prod,GCP Compute,RG-10,e3acfe76-952c-4db7-99e8-965851c28552,eu-central-1,1271,0.016004062189188435,20.3411630424585,,dev,"{'Project': 'P-4', 'CostCenter': 'CC-43'}",0.16
2024-06-01,ACC-454,Sub-Prod,RDS,RG-2,5110ecc1-ceb7-47ae-9737-65f4d54a5087,us-east-1,2280,0.19636682304965072,447.71635655320364,charlie,staging,"{'Project': 'P-1', 'CostCenter': 'CC-35'}",0.92
2024-07-01,ACC-577,Sub-Prod,GCP Compute,RG-6,55dabdcf-2330-4e63-9073-ebe3384ea36d,asia-south-1,4663,0.15121531961394763,705.1170353598378,,prod,"{'Project': 'P-5', 'CostCenter': 'CC-11'}",0.11
2024-06-01,ACC-368,Sub-Test,EKS,RG-6,809c1674-783b-4d09-9d79-5293c19422e0,us-west-2,2199,0.13659089063237262,300.3633685005874,alice,dev,"{'Project': 'P-4', 'CostCenter': 'CC-12'}",0.6
2024-06-01,ACC-767,Sub-Prod,EKS,RG-9,8bb804d0-03ed-4f08-96bf-5ba5c7b9af3f,us-west-2,3857,0.12477308070147869,481.2497722656033,alice,prod,"{'Project': 'P-2', 'CostCenter': 'CC-37'}",0.76
2024-04-01,ACC-189,Sub-Test,S3,RG-8,a8dd34f9-82b3-4348-a36d-711b274835f8,us-east-1,3225,0.11631334699899812,375.1105440717689,charlie,dev,"{'Project': 'P-1', 'CostCenter': 'CC-14'}",0.28
2024-05-01,ACC-313,Sub-Dev,GCP Compute,RG-3,554118fd-cbd2-4d06-8572-265410d6940a,eu-central-1,2902,0.03189314284407995,92.55390053352002,alice,dev,"{'Project': 'P-2', 'CostCenter': 'CC-40'}",0.33
2024-01-01,ACC-396,Sub-Dev,Azure VM,RG-6,f8772243-4318-4172-b8d1-e21ed9f02866,eu-central-1,2055,0.2115882805091385,434.8139164462796,bob,staging,"{'Project': 'P-5', 'CostCenter': 'CC-38'}",0.15
2024-07-01,ACC-537,Sub-Prod,RDS,RG-6,3dd1d793-f5b7-49ff-af21-182e43f9578a,us-west-2,1818,0.4007426122155817,728.5500690079276,bob,staging,"{'Project': 'P-3', 'CostCenter': 'CC-30'}",0.51
2024-07-01,ACC-250,Sub-Dev,EC2,RG-9,a6b918d2-351d-4a57-a5a5-b879919a3959,eu-central-1,3472,0.02581321569625455,89.6234848973958,alice,dev,"{'Project': 'P-3', 'CostCenter': 'CC-11'}",0.65
2024-07-01,ACC-832,Sub-Test,GCP Compute,RG-4,e99a677e-877e-4d5c-959c-c9f8add07023,us-west-2,1377,0.15487863073392374,213.267874520613,alice,staging,"{'Project': 'P-3', 'CostCenter': 'CC-13'}",0.17
2024-05-01,ACC-889,Sub-Prod,EC2,RG-3,2a343742-46d3-4d3d-b56c-be1bef269bd0,asia-south-1,3335,0.2777209614151552,926.1994063195425,alice,staging,"{'Project': 'P-3', 'CostCenter': 'CC-40'}",0.71
2024-03-01,ACC-606,Sub-Dev,RDS,RG-9,db0569ff-c12c-417c-98c9-78ef1f22a4ec,us-west-2,3005,0.23956024354376432,719.8785318490118,,prod,"{'Project': 'P-1', 'CostCenter': 'CC-19'}",0.17
2024-03-01,ACC-727,Sub-Dev,RDS,RG-6,0e706955-1cf2-41b8-b668-0ea5577b2255,us-west-2,1564,0.0759281753215156,118.7516662028504,charlie,prod,"{'Project': 'P-2', 'CostCenter': 'CC-26'}",0.82
2024-01-01,ACC-903,Sub-Test,S3,RG-3,a2dcf2a7-b381-4c0d-9b88-21897bd80a56,asia-south-1,88,0.18140264303457537,15.963432587042632,alice,dev,"{'Project': 'P-1', 'CostCenter': 'CC-44'}",0.28
2024-01-01,ACC-126,Sub-Test,EC2,RG-2,d42858b5-ce63-4a23-8faf-f1a7b6a90e9d,us-east-1,1758,0.31886463823584366,560.5640340186131,charlie,staging,"{'Project': 'P-2', 'CostCenter': 'CC-46'}",0.53
2024-01-01,ACC-246,Sub-Prod,Azure VM,RG-7,f51166c7-d40b-4022-8621-ab8a53c70576,asia-south-1,3478,0.21565263552125,750.0398663429075,bob,staging,"{'Project': 'P-2', 'CostCenter': 'CC-39'}",0.68
2024-03-01,ACC-895,Sub-Prod,S3,RG-8,6e1e5d07-2f5c-47e6-b79a-878709a63fd4,eu-central-1,3263,0.3771792301470086,1230.7358279696891,bob,dev,"{'Project': 'P-4', 'CostCenter': 'CC-36'}",0.46
2024-03-01,ACC-398,Sub-Prod,EC2,RG-10,7058cb82-e94d-422c-9395-caf5c5317e39,us-east-1,486,0.17537119563972195,85.23040108090487,bob,staging,"{'Project': 'P-1', 'CostCenter': 'CC-22'}",0.5
2024-06-01,ACC-137,Sub-Test,GCP Compute,RG-2,9e240955-23a7-4dc0-a3fc-e792e09e1a55,asia-south-1,4299,0.0646902087457987,278.1032073981886,charlie,staging,"{'Project': 'P-1', 'CostCenter': 'CC-41'}",0.38
2024-04-01,ACC-320,Sub-Test,Azure VM,RG-3,8cf8690f-076e-4458-a2ee-3641dec14bb1,us-east-1,2960,0.35857810924225997,1061.3912033570896,,staging,"{'Project': 'P-2', 'CostCenter': 'CC-42'}",0.43
2024-07-01,ACC-158,Sub-Prod,GCP Compute,RG-10,ea4d7401-7e57-4025-ab18-c224c5f0efcf,asia-south-1,327,0.3283235698033054,107.36180732568087,bob,staging,"{'Project': 'P-2', 'CostCenter': 'CC-29'}",0.8
2024-06-01,ACC-278,Sub-Dev,EKS,RG-6,d7b7629c-c2b6-4337-95af-21f237a97176,us-east-1,4324,0.14054054062871726,607.6972976785735,charlie,prod,"{'Project': 'P-2', 'CostCenter': 'CC-46'}",0.46
2024-01-01,ACC-601,Sub-Dev,GCP Compute,RG-2,0bee063f-6382-462c-a681-266ebe9d02c4,asia-south-1,4569,0.331116241761122,1512.8701086065664,alice,prod,"{'Project': 'P-4', 'CostCenter': 'CC-48'}",0.44
2024-07-01,ACC-358,Sub-Dev,EKS,RG-1,312815eb-9265-4b38-b16b-fa074deef420,us-east-1,152,0.12729866999823783,19.34939783973215,alice,dev,"{'Project': 'P-1', 'CostCenter': 'CC-49'}",0.1
2024-01-01,ACC-846,Sub-Prod,EKS,RG-8,558e1d23-5955-40b2-9756-d4f5df1372fe,us-east-1,480,0.32009765344886715,153.64687365545623,alice,dev,"{'Project': 'P-5', 'CostCenter': 'CC-20'}",0.28
2024-06-01,ACC-135,Sub-Test,Azure VM,RG-1,e013251d-3e2e-4c60-ad3e-fc78aef2c19a,eu-central-1,2559,0.030465562196699197,77.96137366135325,bob,staging,"{'Project': 'P-1', 'CostCenter': 'CC-48'}",0.7
2024-01-01,ACC-744,Sub-Prod,Lambda,RG-2,b62722c9-80bc-4ff3-b2db-20fbbec70985,us-east-1,3677,0.2312713687924196,850.384823049727,alice,prod,"{'Project': 'P-1', 'CostCenter': 'CC-37'}",0.37
2024-01-01,ACC-545,Sub-Dev,GCP Compute,RG-7,886b0196-5a28-4c43-a4b1-1e0d21c18542,us-west-2,1365,0.41402850261464097,565.148906068985,,staging,"{'Project': 'P-2', 'CostCenter': 'CC-36'}",0.55
2024-03-01,ACC-176,Sub-Test,Lambda,RG-6,6326d1cb-7e67-44af-9ddb-85ca60d8f1df,us-east-1,3328,0.32876187546000907,1094.11952153091,bob,staging,"{'Project': 'P-3', 'CostCenter': 'CC-46'}",0.52
2024-01-01,ACC-420,Sub-Prod,Lambda,RG-2,98b63746-f7dd-49e8-9923-db6b417aa3ef,us-east-1,3305,0.29190175290805576,964.7352933611243,alice,prod,"{'Project': 'P-5', 'CostCenter': 'CC-30'}",0.2
2024-03-01,ACC-594,Sub-Test,RDS,RG-9,4489ec16-a3f9-4b8a-9466-d53883739d45,us-east-1,327,0.42044701959713576,137.4861754082634,charlie,prod,"{'Project': 'P-1', 'CostCenter': 'CC-46'}",0.78
2024-07-01,ACC-380,Sub-Prod,RDS,RG-7,05e043ec-d541-49da-a923-e66dba0c2dc4,asia-south-1,3172,0.4440325627030903,1408.4712888942024,,prod,"{'Project': 'P-1', 'CostCenter': 'CC-15'}",0.92
2024-03-01,ACC-507,Sub-Test,Lambda,RG-3,f954165b-46d3-48e0-9fc6-14225f1b86ca,us-west-2,2193,0.2627881812916512,576.294481572591,,staging,"{'Project': 'P-5', 'CostCenter': 'CC-47'}",0.43
2024-06-01,ACC-946,Sub-Dev,GCP Compute,RG-5,15eb7734-98c1-4b4e-8cbe-7b5759d491d3,eu-central-1,1582,0.4385530199400336,693.7908775451332,charlie,prod,"{'Project': 'P-1', 'CostCenter': 'CC-43'}",0.34
2024-03-01,ACC-799,Sub-Prod,GCP Compute,RG-5,7474b509-c427-460e-b813-15c6ee621a92,asia-south-1,4353,0.38122399632866133,1659.4680560186628,alice,dev,"{'Project': 'P-4', 'CostCenter': 'CC-35'}",0.69
2024-07-01,ACC-656,Sub-Prod,EC2,RG-2,bc1d17a5-ac24-4169-a7ba-426095bd6643,us-west-2,2097,0.44965438190976736,942.9252388647822,charlie,staging,"{'Project': 'P-1', 'CostCenter': 'CC-43'}",0.14
2024-06-01,ACC-405,Sub-Dev,S3,RG-9,093ac9b4-f863-4ecf-b226-1c20226debf1,eu-central-1,4894,0.15124457710833453,740.1909603681892,charlie,prod,"{'Project': 'P-5', 'CostCenter': 'CC-37'}",0.39
2024-07-01,ACC-935,Sub-Test,EKS,RG-6,5baff304-6c63-4512-8676-638751a499d0,us-west-2,145,0.4509203576173598,65.38345185451718,,staging,"{'Project': 'P-2', 'CostCenter': 'CC-34'}",0.59
2024-03-01,ACC-738,Sub-Prod,EKS,RG-2,63406ad8-32c9-437b-82f1-07fd12f2cbc6,asia-south-1,2228,0.48831492123349735,1087.9656445082321,alice,prod,"{'Project': 'P-1', 'CostCenter': 'CC-36'}",0.3
2024-04-01,ACC-397,Sub-Prod,S3,RG-7,a7f9e8d4-831b-4d40-95cb-5ddeb11f7e43,us-west-2,1419,0.4116891820678412,584.1869493542667,alice,prod,"{'Project': 'P-1', 'CostCenter': 'CC-12'}",0.23
2024-06-01,ACC-133,Sub-Test,EKS,RG-10,f20c3d66-771e-4911-a56a-c8d75feafb20,us-west-2,3155,0.12695681751294352,400.5487592533368,,prod,"{'Project': 'P-5', 'CostCenter': 'CC-29'}",0.79
2024-01-01,ACC-348,Sub-Prod,EKS,RG-3,2183e332-8e5a-40cc-a76d-bd73796e7ead,asia-south-1,4217,0.3529143265280574,1488.239714968818,,staging,"{'Project': 'P-1', 'CostCenter': 'CC-16'}",0.55
2024-05-01,ACC-813,Sub-Prod,EKS,RG-4,340c5fbf-2bb0-431a-b23e-284f13e04d76,eu-central-1,4481,0.23405135698105822,1048.7841306321218,charlie,staging,"{'Project': 'P-4', 'CostCenter': 'CC-46'}",0.57
2024-04-01,ACC-553,Sub-Test,Azure VM,RG-1,9b8b77fe-4f61-4936-b4d0-4dbfa6f8b636,asia-south-1,1071,0.28548586966548684,305.7553664117364,bob,dev,"{'Project': 'P-2', 'CostCenter': 'CC-44'}",0.22
2024-03-01,ACC-353,Sub-Test,GCP Compute,RG-10,0a5ed5af-1964-48e5-8f9a-f9592dbafd5a,us-west-2,3424,0.2894723574558781,991.1533519289267,bob,staging,"{'Project': 'P-1', 'CostCenter': 'CC-11'}",0.18
2024-05-01,ACC-182,Sub-Test,EKS,RG-1,f5a43f0b-9b9e-4f2c-98c9-84271ee44500,asia-south-1,3581,0.3410591055140462,1221.3326568457994,,staging,"{'Project': 'P-1', 'CostCenter': 'CC-21'}",0.52
2024-03-01,ACC-419,Sub-Dev,S3,RG-8,22e26d95-0294-4647-b8db-10ebc49d9a30,eu-central-1,2800,0.02102029200976493,58.856817627341805,,staging,"{'Project': 'P-2', 'CostCenter': 'CC-15'}",0.34
2024-07-01,ACC-507,Sub-Dev,EKS,RG-10,0b8cbfc5-e326-4059-9cf6-c44edcd6e245,eu-central-1,3776,0.19336587381485304,730.1495395248851,bob,staging,"{'Project': 'P-4', 'CostCenter': 'CC-39'}",0.57
2024-03-01,ACC-831,Sub-Test,GCP Compute,RG-5,275f3ba8-7964-45cf-8700-73cbb6b7cb85,us-east-1,767,0.32421907848222076,248.6760331958633,charlie,prod,"{'Project': 'P-1', 'CostCenter': 'CC-38'}",0.24
2024-06-01,ACC-956,Sub-Test,Azure VM,RG-3,43de50dc-656a-4c4d-87cd-422d49de4446,asia-south-1,690,0.1420647316208252,98.02466481836939,bob,dev,"{'Project': 'P-2', 'CostCenter': 'CC-26'}",0.15
2024-01-01,ACC-930,Sub-Dev,RDS,RG-1,346d5cd8-df20-4c27-a177-67ce016486a6,us-west-2,4005,0.357518934220793,1431.8633315542759,,staging,"{'Project': 'P-4', 'CostCenter': 'CC-27'}",0.57
2024-01-01,ACC-692,Sub-Prod,EKS,RG-3,04694300-887f-4945-ab32-8d4fa28f8d81,us-east-1,4629,0.26079797647302655,1207.23383309364,charlie,staging,"{'Project': 'P-5', 'CostCenter': 'CC-29'}",0.23
2024-03-01,ACC-760,Sub-Dev,EKS,RG-8,730d3662-4849-4607-871a-85724861813d,us-west-2,2413,0.479479761782853,1156.9846651820244,,staging,"{'Project': 'P-1', 'CostCenter': 'CC-14'}",0.52
2024-04-01,ACC-266,Sub-Test,EKS,RG-2,89bfc02f-e250-4bc7-b115-3a35dc3e8eae,asia-south-1,3658,0.18559695607626697,678.9136653269845,charlie,dev,"{'Project': 'P-2', 'CostCenter': 'CC-23'}",0.31
2024-03-01,ACC-490,Sub-Prod,GCP Compute,RG-3,f0398ae3-b104-49c8-b65d-24a891a90ae8,us-east-1,27,0.3985850949503915,10.76179756366057,charlie,staging,"{'Project': 'P-4', 'CostCenter': 'CC-21'}",0.51
2024-04-01,ACC-233,Sub-Test,S3,RG-9,d50f0b94-da9a-422e-9cb8-b17cc3a120b0,us-east-1,685,0.49239927965289154,337.29350656223073,,prod,"{'Project': 'P-5', 'CostCenter': 'CC-32'}",0.94
2024-03-01,ACC-659,Sub-Prod,RDS,RG-3,b7b9032f-5f94-4d37-a5bb-b2594880ca7b,us-east-1,843,0.04023265068813688,33.916124530099395,,prod,"{'Project': 'P-2', 'CostCenter': 'CC-47'}",0.12
2024-06-01,ACC-231,Sub-Dev,Lambda,RG-4,0885434b-8609-4c16-be31-1c119c43c7d1,us-east-1,4232,0.3762071435611199,1592.1086315506593,alice,staging,"{'Project': 'P-5', 'CostCenter': 'CC-48'}",0.37
2024-03-01,ACC-332,Sub-Test,Lambda,RG-8,1d25d602-3ee3-4361-bc3e-186de6568ce5,asia-south-1,3963,0.4024904660771239,1595.069717063642,alice,dev,"{'Project': 'P-4', 'CostCenter': 'CC-20'}",0.14
2024-03-01,ACC-119,Sub-Test,Azure VM,RG-9,a7f29235-d03e-4549-a9ce-827b55dc9105,eu-central-1,2979,0.18043784835383891,537.5243502460861,alice,staging,"{'Project': 'P-2', 'CostCenter': 'CC-18'}",0.43
2024-01-01,ACC-146,Sub-Prod,Azure VM,RG-6,9fc1adcd-1c5a-46b1-b0a8-aa480261bcb1,us-west-2,1377,0.0694709506966057,95.66149910922604,,staging,"{'Project': 'P-5', 'CostCenter': 'CC-21'}",0.29
2024-07-01,ACC-980,Sub-Dev,RDS,RG-4,f08fd581-d731-481f-8b5b-a27fe97da63c,asia-south-1,773,0.3217635830541136,248.72324970082983,,dev,"{'Project': 'P-5', 'CostCenter': 'CC-23'}",0.63
2024-07-01,ACC-649,Sub-Dev,Lambda,RG-8,88bfe95a-9973-47cb-b22d-27a403b99008,eu-central-1,164,0.04756366416462831,7.800440922999043,,staging,"{'Project': 'P-2', 'CostCenter': 'CC-38'}",0.59
2024-03-01,ACC-605,Sub-Prod,Lambda,RG-8,87fc92ec-ba0f-4cd2-804d-07fa4797e866,asia-south-1,3638,0.042576273949453534,154.89248462811196,,staging,"{'Project': 'P-1', 'CostCenter': 'CC-19'}",0.61
2024-07-01,ACC-356,Sub-Dev,EKS,RG-6,be225576-08c9-4984-bebb-162fdc43e213,asia-south-1,1731,0.48280795022837086,835.7405618453099,bob,prod,"{'Project': 'P-5', 'CostCenter': 'CC-42'}",0.37
2024-03-01,ACC-339,Sub-Dev,S3,RG-2,cd36ff06-e008-4947-b347-d0f60a87f2db,us-west-2,3394,0.32826512963304016,1114.1318499745382,charlie,dev,"{'Project': 'P-1', 'CostCenter': 'CC-10'}",0.49
2024-04-01,ACC-308,Sub-Prod,Lambda,RG-1,fcfb22e5-134c-48b6-a966-c3d80630817c,us-west-2,4569,0.33474876945552606,1529.4671276422987,bob,prod,"{'Project': 'P-2', 'CostCenter': 'CC-40'}",0.78
2024-01-01,ACC-231,Sub-Prod,GCP Compute,RG-9,e0ce31f2-7a60-4672-b39d-f4050e9eea19,asia-south-1,453,0.4679997701078121,212.00389585883886,,prod,"{'Project': 'P-5', 'CostCenter': 'CC-32'}",0.86
2024-03-01,ACC-247,Sub-Test,RDS,RG-5,508dd96f-dc2b-478b-aa4c-1584ce7ec408,us-east-1,4436,0.40602073612032447,1801.1079854297593,bob,prod,"{'Project': 'P-2', 'CostCenter': 'CC-42'}",0.25
2024-03-01,ACC-259,Sub-Prod,Azure VM,RG-8,d025f1ff-dc93-467d-bdbe-e7ffc3bf61e6,eu-central-1,597,0.3898828294306426,232.76004917009365,alice,staging,"{'Project': 'P-3', 'CostCenter': 'CC-45'}",0.89
2024-04-01,ACC-148,Sub-Dev,GCP Compute,RG-5,a418153f-dd66-494e-a777-1d5dee3b7fbe,us-west-2,1187,0.10721477693237755,355.68608773696496,bob,dev,"{'Project': 'P-1', 'CostCenter': 'CC-39'}",0.51
2024-05-01,ACC-812,Sub-Prod,RDS,RG-3,8a088588-f3c5-404d-bf65-2b87c16e36c1,us-east-1,3795,0.19607198422084474,744.0931801181058,bob,staging,"{'Project': 'P-1', 'CostCenter': 'CC-44'}",0.39
2024-06-01,ACC-167,Sub-Prod,EC2,RG-2,fd9c25bb-2f21-4e7f-82e7-3a945b777391,asia-south-1,3255,0.2859429144320604,930.7441864763565,charlie,prod,"{'Project': 'P-4', 'CostCenter': 'CC-33'}",0.62
2024-07-01,ACC-875,Sub-Test,EKS,RG-5,e3bc02ef-68de-4824-a4b4-0fa534bad495,us-east-1,4948,0.4237903070947548,2096.9144395048465,bob,prod,"{'Project': 'P-4', 'CostCenter': 'CC-24'}",0.79
2024-05-01,ACC-100,Sub-Prod,EKS,RG-8,e0e419be-1988-453a-851d-308548292ea7,asia-south-1,1335,0.4144271746106788,553.2602781052561,bob,dev,"{'Project': 'P-3', 'CostCenter': 'CC-37'}",0.5
2024-06-01,ACC-337,Sub-Prod,RDS,RG-7,ec73a72e-e1e8-4031-a12d-e95f05801596,asia-south-1,503,0.15420794013325095,77.56659388702523,alice,prod,"{'Project': 'P-5', 'CostCenter': 'CC-24'}",0.36
2024-06-01,ACC-274,Sub-Test,RDS,RG-5,604d742b-7e22-4878-9520-a40bebfc432f,us-west-2,2549,0.3836487722086999,977.9207203599761,,dev,"{'Project': 'P-2', 'CostCenter': 'CC-17'}",0.37
2024-07-01,ACC-316,Sub-Dev,Lambda,RG-4,6544609e-0f40-40a9-906d-51ad12dd9c76,us-west-2,4288,0.1475168521136526,632.5522618633423,,dev,"{'Project': 'P-1', 'CostCenter': 'CC-43'}",0.2
2024-04-01,ACC-233,Sub-Prod,EC2,RG-1,4deb7995-8e1f-493f-bbc5-11894b927536,us-west-2,407,0.05904038368557623,24.029436160029526,alice,staging,"{'Project': 'P-2', 'CostCenter': 'CC-29'}",0.52
2024-03-01,ACC-866,Sub-Prod,RDS,RG-6,120e7eb2-0baa-4672-a094-53294b659941,us-east-1,212,0.1149812335607237,24.376021514873425,,prod,"{'Project': 'P-3', 'CostCenter': 'CC-10'}",0.78
2024-01-01,ACC-922,Sub-Dev,GCP Compute,RG-4,ce3d8401-74f4-4c36-b08e-09730b3b0c57,us-east-1,2927,0.10935813412901904,320.09125859563875,alice,dev,"{'Project': 'P-4', 'CostCenter': 'CC-32'}",0.63
2024-04-01,ACC-371,Sub-Prod,EKS,RG-10,190d43be-8a7e-4ffd-8b71-1d629cd4d6a8,us-east-1,1643,0.22828545312695966,375.07299948759476,,prod,"{'Project': 'P-2', 'CostCenter': 'CC-12'}",0.4
2024-01-01,ACC-110,Sub-Prod,Azure VM,RG-4,4212ea5e-55c3-4c99-aa64-6b7cd3e047ae,us-east-1,4425,0.06060626115797507,268.18270562403967,alice,prod,"{'Project': 'P-1', 'CostCenter': 'CC-13'}",0.33
